"DateKey","Date","FullDate","DayOfMonth","DaySuffix","DayName","DayOfWeek","DayOfWeekInMonth","DayOfWeekInYear","DayOfQuarter","DayOfYear","WeekOfMonth","WeekOfQuarter","WeekOfYear","Month","MonthName","MonthOfQuarter","Quarter","QuarterName","Year","YearName","MonthYear","MMYYYY","FirstDayOfMonth","LastDayOfMonth","FirstDayOfQuarter","LastDayOfQuarter","FirstDayOfYear","LastDayOfYear","IsHoliday","IsWeekday","HolidayName","FiscalDayOfYear","FiscalWeekOfYear","FiscalMonth","FiscalQuarter","FiscalQuarterName","FiscalYear","FiscalYearName","FiscalMonthYear","FiscalMMYYYY","FiscalFirstDayOfMonth","FiscalLastDayOfMonth","FiscalFirstDayOfQuarter","FiscalLastDayOfQuarter","FiscalFirstDayOfYear","FiscalLastDayOfYear"
20050311,"2005-03-11 00:00:00","03/11/2005","11","11th","Friday","6","2","10","10","70","2","10","11","3","March","3","1","First","2005","CY 2005","Mar-2005","032005","2005-03-01","2005-03-31","2005-01-01","2005-03-31","2005-01-01","2005-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050312,"2005-03-12 00:00:00","03/12/2005","12","12th","Saturday","7","2","11","11","71","2","11","11","3","March","3","1","First","2005","CY 2005","Mar-2005","032005","2005-03-01","2005-03-31","2005-01-01","2005-03-31","2005-01-01","2005-12-31",False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050313,"2005-03-13 00:00:00","03/13/2005","13","13th","Sunday","1","2","11","11","72","3","11","12","3","March","3","1","First","2005","CY 2005","Mar-2005","032005","2005-03-01","2005-03-31","2005-01-01","2005-03-31","2005-01-01","2005-12-31",False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050314,"2005-03-14 00:00:00","03/14/2005","14","14th","Monday","2","2","11","11","73","3","11","12","3","March","3","1","First","2005","CY 2005","Mar-2005","032005","2005-03-01","2005-03-31","2005-01-01","2005-03-31","2005-01-01","2005-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050315,"2005-03-15 00:00:00","03/15/2005","15","15th","Tuesday","3","3","11","11","74","3","11","12","3","March","3","1","First","2005","CY 2005","Mar-2005","032005","2005-03-01","2005-03-31","2005-01-01","2005-03-31","2005-01-01","2005-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050316,"2005-03-16 00:00:00","03/16/2005","16","16th","Wednesday","4","3","11","11","75","3","11","12","3","March","3","1","First","2005","CY 2005","Mar-2005","032005","2005-03-01","2005-03-31","2005-01-01","2005-03-31","2005-01-01","2005-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050317,"2005-03-17 00:00:00","03/17/2005","17","17th","Thursday","5","3","11","11","76","3","11","12","3","March","3","1","First","2005","CY 2005","Mar-2005","032005","2005-03-01","2005-03-31","2005-01-01","2005-03-31","2005-01-01","2005-12-31",True,True,"Saint Patrick's Day",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050318,"2005-03-18 00:00:00","03/18/2005","18","18th","Friday","6","3","11","11","77","3","11","12","3","March","3","1","First","2005","CY 2005","Mar-2005","032005","2005-03-01","2005-03-31","2005-01-01","2005-03-31","2005-01-01","2005-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050319,"2005-03-19 00:00:00","03/19/2005","19","19th","Saturday","7","3","12","12","78","3","12","12","3","March","3","1","First","2005","CY 2005","Mar-2005","032005","2005-03-01","2005-03-31","2005-01-01","2005-03-31","2005-01-01","2005-12-31",False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050320,"2005-03-20 00:00:00","03/20/2005","20","20th","Sunday","1","3","12","12","79","4","12","13","3","March","3","1","First","2005","CY 2005","Mar-2005","032005","2005-03-01","2005-03-31","2005-01-01","2005-03-31","2005-01-01","2005-12-31",False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050321,"2005-03-21 00:00:00","03/21/2005","21","21st","Monday","2","3","12","12","80","4","12","13","3","March","3","1","First","2005","CY 2005","Mar-2005","032005","2005-03-01","2005-03-31","2005-01-01","2005-03-31","2005-01-01","2005-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050322,"2005-03-22 00:00:00","03/22/2005","22","22nd","Tuesday","3","4","12","12","81","4","12","13","3","March","3","1","First","2005","CY 2005","Mar-2005","032005","2005-03-01","2005-03-31","2005-01-01","2005-03-31","2005-01-01","2005-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050323,"2005-03-23 00:00:00","03/23/2005","23","23rd","Wednesday","4","4","12","12","82","4","12","13","3","March","3","1","First","2005","CY 2005","Mar-2005","032005","2005-03-01","2005-03-31","2005-01-01","2005-03-31","2005-01-01","2005-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050324,"2005-03-24 00:00:00","03/24/2005","24","24th","Thursday","5","4","12","12","83","4","12","13","3","March","3","1","First","2005","CY 2005","Mar-2005","032005","2005-03-01","2005-03-31","2005-01-01","2005-03-31","2005-01-01","2005-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050325,"2005-03-25 00:00:00","03/25/2005","25","25th","Friday","6","4","12","12","84","4","12","13","3","March","3","1","First","2005","CY 2005","Mar-2005","032005","2005-03-01","2005-03-31","2005-01-01","2005-03-31","2005-01-01","2005-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050326,"2005-03-26 00:00:00","03/26/2005","26","26th","Saturday","7","4","13","13","85","4","13","13","3","March","3","1","First","2005","CY 2005","Mar-2005","032005","2005-03-01","2005-03-31","2005-01-01","2005-03-31","2005-01-01","2005-12-31",False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050327,"2005-03-27 00:00:00","03/27/2005","27","27th","Sunday","1","4","13","13","86","5","13","14","3","March","3","1","First","2005","CY 2005","Mar-2005","032005","2005-03-01","2005-03-31","2005-01-01","2005-03-31","2005-01-01","2005-12-31",False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050328,"2005-03-28 00:00:00","03/28/2005","28","28th","Monday","2","4","13","13","87","5","13","14","3","March","3","1","First","2005","CY 2005","Mar-2005","032005","2005-03-01","2005-03-31","2005-01-01","2005-03-31","2005-01-01","2005-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050329,"2005-03-29 00:00:00","03/29/2005","29","29th","Tuesday","3","5","13","13","88","5","13","14","3","March","3","1","First","2005","CY 2005","Mar-2005","032005","2005-03-01","2005-03-31","2005-01-01","2005-03-31","2005-01-01","2005-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050330,"2005-03-30 00:00:00","03/30/2005","30","30th","Wednesday","4","5","13","13","89","5","13","14","3","March","3","1","First","2005","CY 2005","Mar-2005","032005","2005-03-01","2005-03-31","2005-01-01","2005-03-31","2005-01-01","2005-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050331,"2005-03-31 00:00:00","03/31/2005","31","31st","Thursday","5","5","13","13","90","5","13","14","3","March","3","1","First","2005","CY 2005","Mar-2005","032005","2005-03-01","2005-03-31","2005-01-01","2005-03-31","2005-01-01","2005-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050401,"2005-04-01 00:00:00","04/01/2005","1","1st","Friday","6","1","13","1","91","1","1","14","4","April","1","2","Second","2005","CY 2005","Apr-2005","042005","2005-04-01","2005-04-30","2005-04-01","2005-06-30","2005-01-01","2005-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050402,"2005-04-02 00:00:00","04/02/2005","2","2nd","Saturday","7","1","14","1","92","1","1","14","4","April","1","2","Second","2005","CY 2005","Apr-2005","042005","2005-04-01","2005-04-30","2005-04-01","2005-06-30","2005-01-01","2005-12-31",False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050403,"2005-04-03 00:00:00","04/03/2005","3","3rd","Sunday","1","1","14","1","93","2","1","15","4","April","1","2","Second","2005","CY 2005","Apr-2005","042005","2005-04-01","2005-04-30","2005-04-01","2005-06-30","2005-01-01","2005-12-31",False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050404,"2005-04-04 00:00:00","04/04/2005","4","4th","Monday","2","1","14","1","94","2","1","15","4","April","1","2","Second","2005","CY 2005","Apr-2005","042005","2005-04-01","2005-04-30","2005-04-01","2005-06-30","2005-01-01","2005-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050405,"2005-04-05 00:00:00","04/05/2005","5","5th","Tuesday","3","1","14","1","95","2","1","15","4","April","1","2","Second","2005","CY 2005","Apr-2005","042005","2005-04-01","2005-04-30","2005-04-01","2005-06-30","2005-01-01","2005-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050406,"2005-04-06 00:00:00","04/06/2005","6","6th","Wednesday","4","1","14","1","96","2","1","15","4","April","1","2","Second","2005","CY 2005","Apr-2005","042005","2005-04-01","2005-04-30","2005-04-01","2005-06-30","2005-01-01","2005-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050407,"2005-04-07 00:00:00","04/07/2005","7","7th","Thursday","5","1","14","1","97","2","1","15","4","April","1","2","Second","2005","CY 2005","Apr-2005","042005","2005-04-01","2005-04-30","2005-04-01","2005-06-30","2005-01-01","2005-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050408,"2005-04-08 00:00:00","04/08/2005","8","8th","Friday","6","2","14","2","98","2","2","15","4","April","1","2","Second","2005","CY 2005","Apr-2005","042005","2005-04-01","2005-04-30","2005-04-01","2005-06-30","2005-01-01","2005-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050409,"2005-04-09 00:00:00","04/09/2005","9","9th","Saturday","7","2","15","2","99","2","2","15","4","April","1","2","Second","2005","CY 2005","Apr-2005","042005","2005-04-01","2005-04-30","2005-04-01","2005-06-30","2005-01-01","2005-12-31",False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050410,"2005-04-10 00:00:00","04/10/2005","10","10th","Sunday","1","2","15","2","100","3","2","16","4","April","1","2","Second","2005","CY 2005","Apr-2005","042005","2005-04-01","2005-04-30","2005-04-01","2005-06-30","2005-01-01","2005-12-31",False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050411,"2005-04-11 00:00:00","04/11/2005","11","11th","Monday","2","2","15","2","101","3","2","16","4","April","1","2","Second","2005","CY 2005","Apr-2005","042005","2005-04-01","2005-04-30","2005-04-01","2005-06-30","2005-01-01","2005-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050412,"2005-04-12 00:00:00","04/12/2005","12","12th","Tuesday","3","2","15","2","102","3","2","16","4","April","1","2","Second","2005","CY 2005","Apr-2005","042005","2005-04-01","2005-04-30","2005-04-01","2005-06-30","2005-01-01","2005-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050413,"2005-04-13 00:00:00","04/13/2005","13","13th","Wednesday","4","2","15","2","103","3","2","16","4","April","1","2","Second","2005","CY 2005","Apr-2005","042005","2005-04-01","2005-04-30","2005-04-01","2005-06-30","2005-01-01","2005-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050414,"2005-04-14 00:00:00","04/14/2005","14","14th","Thursday","5","2","15","2","104","3","2","16","4","April","1","2","Second","2005","CY 2005","Apr-2005","042005","2005-04-01","2005-04-30","2005-04-01","2005-06-30","2005-01-01","2005-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050415,"2005-04-15 00:00:00","04/15/2005","15","15th","Friday","6","3","15","3","105","3","3","16","4","April","1","2","Second","2005","CY 2005","Apr-2005","042005","2005-04-01","2005-04-30","2005-04-01","2005-06-30","2005-01-01","2005-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050416,"2005-04-16 00:00:00","04/16/2005","16","16th","Saturday","7","3","16","3","106","3","3","16","4","April","1","2","Second","2005","CY 2005","Apr-2005","042005","2005-04-01","2005-04-30","2005-04-01","2005-06-30","2005-01-01","2005-12-31",False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050417,"2005-04-17 00:00:00","04/17/2005","17","17th","Sunday","1","3","16","3","107","4","3","17","4","April","1","2","Second","2005","CY 2005","Apr-2005","042005","2005-04-01","2005-04-30","2005-04-01","2005-06-30","2005-01-01","2005-12-31",False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050418,"2005-04-18 00:00:00","04/18/2005","18","18th","Monday","2","3","16","3","108","4","3","17","4","April","1","2","Second","2005","CY 2005","Apr-2005","042005","2005-04-01","2005-04-30","2005-04-01","2005-06-30","2005-01-01","2005-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050419,"2005-04-19 00:00:00","04/19/2005","19","19th","Tuesday","3","3","16","3","109","4","3","17","4","April","1","2","Second","2005","CY 2005","Apr-2005","042005","2005-04-01","2005-04-30","2005-04-01","2005-06-30","2005-01-01","2005-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050420,"2005-04-20 00:00:00","04/20/2005","20","20th","Wednesday","4","3","16","3","110","4","3","17","4","April","1","2","Second","2005","CY 2005","Apr-2005","042005","2005-04-01","2005-04-30","2005-04-01","2005-06-30","2005-01-01","2005-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050421,"2005-04-21 00:00:00","04/21/2005","21","21st","Thursday","5","3","16","3","111","4","3","17","4","April","1","2","Second","2005","CY 2005","Apr-2005","042005","2005-04-01","2005-04-30","2005-04-01","2005-06-30","2005-01-01","2005-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050422,"2005-04-22 00:00:00","04/22/2005","22","22nd","Friday","6","4","16","4","112","4","4","17","4","April","1","2","Second","2005","CY 2005","Apr-2005","042005","2005-04-01","2005-04-30","2005-04-01","2005-06-30","2005-01-01","2005-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050423,"2005-04-23 00:00:00","04/23/2005","23","23rd","Saturday","7","4","17","4","113","4","4","17","4","April","1","2","Second","2005","CY 2005","Apr-2005","042005","2005-04-01","2005-04-30","2005-04-01","2005-06-30","2005-01-01","2005-12-31",False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050424,"2005-04-24 00:00:00","04/24/2005","24","24th","Sunday","1","4","17","4","114","5","4","18","4","April","1","2","Second","2005","CY 2005","Apr-2005","042005","2005-04-01","2005-04-30","2005-04-01","2005-06-30","2005-01-01","2005-12-31",False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050425,"2005-04-25 00:00:00","04/25/2005","25","25th","Monday","2","4","17","4","115","5","4","18","4","April","1","2","Second","2005","CY 2005","Apr-2005","042005","2005-04-01","2005-04-30","2005-04-01","2005-06-30","2005-01-01","2005-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050426,"2005-04-26 00:00:00","04/26/2005","26","26th","Tuesday","3","4","17","4","116","5","4","18","4","April","1","2","Second","2005","CY 2005","Apr-2005","042005","2005-04-01","2005-04-30","2005-04-01","2005-06-30","2005-01-01","2005-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050427,"2005-04-27 00:00:00","04/27/2005","27","27th","Wednesday","4","4","17","4","117","5","4","18","4","April","1","2","Second","2005","CY 2005","Apr-2005","042005","2005-04-01","2005-04-30","2005-04-01","2005-06-30","2005-01-01","2005-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050428,"2005-04-28 00:00:00","04/28/2005","28","28th","Thursday","5","4","17","4","118","5","4","18","4","April","1","2","Second","2005","CY 2005","Apr-2005","042005","2005-04-01","2005-04-30","2005-04-01","2005-06-30","2005-01-01","2005-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050429,"2005-04-29 00:00:00","04/29/2005","29","29th","Friday","6","5","17","5","119","5","5","18","4","April","1","2","Second","2005","CY 2005","Apr-2005","042005","2005-04-01","2005-04-30","2005-04-01","2005-06-30","2005-01-01","2005-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050430,"2005-04-30 00:00:00","04/30/2005","30","30th","Saturday","7","5","18","5","120","5","5","18","4","April","1","2","Second","2005","CY 2005","Apr-2005","042005","2005-04-01","2005-04-30","2005-04-01","2005-06-30","2005-01-01","2005-12-31",False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050501,"2005-05-01 00:00:00","05/01/2005","1","1st","Sunday","1","1","18","5","121","1","5","19","5","May","2","2","Second","2005","CY 2005","May-2005","052005","2005-05-01","2005-05-31","2005-04-01","2005-06-30","2005-01-01","2005-12-31",False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050502,"2005-05-02 00:00:00","05/02/2005","2","2nd","Monday","2","1","18","5","122","1","5","19","5","May","2","2","Second","2005","CY 2005","May-2005","052005","2005-05-01","2005-05-31","2005-04-01","2005-06-30","2005-01-01","2005-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050503,"2005-05-03 00:00:00","05/03/2005","3","3rd","Tuesday","3","1","18","5","123","1","5","19","5","May","2","2","Second","2005","CY 2005","May-2005","052005","2005-05-01","2005-05-31","2005-04-01","2005-06-30","2005-01-01","2005-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050504,"2005-05-04 00:00:00","05/04/2005","4","4th","Wednesday","4","1","18","5","124","1","5","19","5","May","2","2","Second","2005","CY 2005","May-2005","052005","2005-05-01","2005-05-31","2005-04-01","2005-06-30","2005-01-01","2005-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050505,"2005-05-05 00:00:00","05/05/2005","5","5th","Thursday","5","1","18","5","125","1","5","19","5","May","2","2","Second","2005","CY 2005","May-2005","052005","2005-05-01","2005-05-31","2005-04-01","2005-06-30","2005-01-01","2005-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050506,"2005-05-06 00:00:00","05/06/2005","6","6th","Friday","6","1","18","6","126","1","6","19","5","May","2","2","Second","2005","CY 2005","May-2005","052005","2005-05-01","2005-05-31","2005-04-01","2005-06-30","2005-01-01","2005-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050507,"2005-05-07 00:00:00","05/07/2005","7","7th","Saturday","7","1","19","6","127","1","6","19","5","May","2","2","Second","2005","CY 2005","May-2005","052005","2005-05-01","2005-05-31","2005-04-01","2005-06-30","2005-01-01","2005-12-31",False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050508,"2005-05-08 00:00:00","05/08/2005","8","8th","Sunday","1","2","19","6","128","2","6","20","5","May","2","2","Second","2005","CY 2005","May-2005","052005","2005-05-01","2005-05-31","2005-04-01","2005-06-30","2005-01-01","2005-12-31",False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050509,"2005-05-09 00:00:00","05/09/2005","9","9th","Monday","2","2","19","6","129","2","6","20","5","May","2","2","Second","2005","CY 2005","May-2005","052005","2005-05-01","2005-05-31","2005-04-01","2005-06-30","2005-01-01","2005-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050510,"2005-05-10 00:00:00","05/10/2005","10","10th","Tuesday","3","2","19","6","130","2","6","20","5","May","2","2","Second","2005","CY 2005","May-2005","052005","2005-05-01","2005-05-31","2005-04-01","2005-06-30","2005-01-01","2005-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050511,"2005-05-11 00:00:00","05/11/2005","11","11th","Wednesday","4","2","19","6","131","2","6","20","5","May","2","2","Second","2005","CY 2005","May-2005","052005","2005-05-01","2005-05-31","2005-04-01","2005-06-30","2005-01-01","2005-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20050512,"2005-05-12 00:00:00","05/12/2005","12","12th","Thursday","5","2","19","6","132","2","6","20","5","May","2","2","Second","2005","CY 2005","May-2005","052005","2005-05-01","2005-05-31","2005-04-01","2005-06-30","2005-01-01","2005-12-31",False,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
